ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
215168_at	8.20E-01	7.11E-01	-0.372811	-6.31051	-0.2207253	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
218823_s_at	8.21E-01	7.11E-01	-0.372582	-6.3106	-0.0786854	KCTD9	potassium channel tetramerization domain containing 9
214919_s_at	8.21E-01	7.11E-01	0.372425	-6.31066	0.0845202	ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1///eukaryotic translation initiation factor 4E binding protein 3
204362_at	8.21E-01	7.11E-01	-0.372328	-6.31069	-0.1602199	SKAP2	src kinase associated phosphoprotein 2
207013_s_at	8.21E-01	7.11E-01	0.372292	-6.3107	0.0775116	MMP16	matrix metallopeptidase 16
46256_at	8.21E-01	7.11E-01	-0.372245	-6.31072	-0.0632037	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3
206891_at	8.21E-01	7.11E-01	-0.371991	-6.31081	-0.1053036	ACTN3	actinin alpha 3 (gene/pseudogene)
208524_at	8.21E-01	7.11E-01	-0.371899	-6.31085	-0.1273525	GPR15	G protein-coupled receptor 15
218357_s_at	8.21E-01	7.11E-01	0.37178	-6.31089	0.0698915	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
213822_s_at	8.21E-01	7.12E-01	-0.371621	-6.31095	-0.0802348	UBE3B	ubiquitin protein ligase E3B
216105_x_at	8.21E-01	7.12E-01	-0.371401	-6.31103	-0.0883141	PTPA	protein phosphatase 2 phosphatase activator
209252_at	8.21E-01	7.12E-01	0.371401	-6.31103	0.0519861	HARS2	"histidyl-tRNA synthetase 2, mitochondrial"
213862_at	8.21E-01	7.12E-01	0.371392	-6.31103	0.1223071		
211446_at	8.21E-01	7.12E-01	-0.371035	-6.31117	-0.1123569	RGSL1	regulator of G-protein signaling like 1
214261_s_at	8.21E-01	7.12E-01	-0.370894	-6.31122	-0.1278217	ADH6	alcohol dehydrogenase 6 (class V)
217573_at	8.22E-01	7.12E-01	-0.370441	-6.31138	-0.1516582	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
219458_s_at	8.22E-01	7.12E-01	0.370438	-6.31138	0.0657185	NSUN3	NOP2/Sun RNA methyltransferase family member 3
204442_x_at	8.22E-01	7.12E-01	0.370389	-6.3114	0.1332608	LTBP4	latent transforming growth factor beta binding protein 4
212478_at	8.22E-01	7.13E-01	-0.370318	-6.31143	-0.1439898	RMND5A	required for meiotic nuclear division 5 homolog A
203947_at	8.22E-01	7.13E-01	0.370283	-6.31144	0.0566172	CSTF3	cleavage stimulation factor subunit 3
211020_at	8.22E-01	7.13E-01	-0.370273	-6.31144	-0.187701	GCNT2	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"
218035_s_at	8.22E-01	7.13E-01	-0.370197	-6.31147	-0.1545232	RBM47	RNA binding motif protein 47
213063_at	8.22E-01	7.13E-01	0.370102	-6.31151	0.063054	ZC3H14	zinc finger CCCH-type containing 14
214848_at	8.22E-01	7.13E-01	-0.370044	-6.31153	-0.1157369	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
206401_s_at	8.22E-01	7.13E-01	-0.369988	-6.31155	-0.1653336	MAPT	microtubule associated protein tau
206772_at	8.22E-01	7.13E-01	0.369979	-6.31155	0.1367575	PTH2R	parathyroid hormone 2 receptor
208540_x_at	8.22E-01	7.13E-01	0.369925	-6.31157	0.0776038		
209573_s_at	8.22E-01	7.13E-01	-0.369785	-6.31162	-0.157522	LDLRAD4	low density lipoprotein receptor class A domain containing 4
217312_s_at	8.22E-01	7.13E-01	-0.369695	-6.31165	-0.1041682	COL7A1	collagen type VII alpha 1 chain
214665_s_at	8.22E-01	7.13E-01	-0.36954	-6.31171	-0.123232	CHP1	calcineurin like EF-hand protein 1
205435_s_at	8.22E-01	7.13E-01	-0.369447	-6.31175	-0.1024524	AAK1	AP2 associated kinase 1
204727_at	8.22E-01	7.13E-01	0.369405	-6.31176	0.1962034	WDHD1	WD repeat and HMG-box DNA binding protein 1
221857_s_at	8.22E-01	7.13E-01	0.369405	-6.31176	0.0871294	TJAP1	tight junction associated protein 1
57163_at	8.22E-01	7.13E-01	0.369392	-6.31177	0.0616759	MIR6734///ELOVL1	microRNA 6734///ELOVL fatty acid elongase 1
211052_s_at	8.22E-01	7.13E-01	-0.369282	-6.31181	-0.1557681	TBCD	tubulin folding cofactor D
201274_at	8.22E-01	7.14E-01	0.369014	-6.3119	0.0857356	PSMA5	proteasome subunit alpha 5
207999_s_at	8.22E-01	7.14E-01	0.368881	-6.31195	0.0776311	ADARB1	"adenosine deaminase, RNA specific B1"
200695_at	8.22E-01	7.14E-01	0.368878	-6.31195	0.0881211	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
206487_at	8.22E-01	7.14E-01	-0.368759	-6.312	-0.1419949	SUN1	Sad1 and UNC84 domain containing 1
211026_s_at	8.22E-01	7.14E-01	-0.368529	-6.31208	-0.0878606	MGLL	monoglyceride lipase
213986_s_at	8.22E-01	7.14E-01	0.368396	-6.31213	0.1865154	TMEM259	transmembrane protein 259
215097_at	8.23E-01	7.14E-01	-0.368148	-6.31222	-0.1423005	CAPZB	capping actin protein of muscle Z-line beta subunit
217024_x_at	8.23E-01	7.14E-01	-0.368137	-6.31222	-0.1210257		
218279_s_at	8.23E-01	7.14E-01	0.368123	-6.31223	0.1306275	HIST2H2AA4///HIST2H2AA3	"histone cluster 2, H2aa4///histone cluster 2, H2aa3"
211564_s_at	8.23E-01	7.14E-01	0.367982	-6.31228	0.1401694	PDLIM4	PDZ and LIM domain 4
220187_at	8.23E-01	7.14E-01	-0.367854	-6.31232	-0.2770051	STEAP4	STEAP4 metalloreductase
208567_s_at	8.23E-01	7.14E-01	-0.367726	-6.31237	-0.1245395	LOC100996843///KCNJ18///KCNJ12	ATP-sensitive inward rectifier potassium channel 12-like///potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12
210274_at	8.23E-01	7.15E-01	-0.367643	-6.3124	-0.1377138	MAGEA8	MAGE family member A8
212123_at	8.23E-01	7.15E-01	-0.36758	-6.31242	-0.0519821	TCTN3	tectonic family member 3
222186_at	8.23E-01	7.15E-01	-0.367567	-6.31243	-0.1969615		
211351_at	8.23E-01	7.15E-01	0.367459	-6.31247	0.1380668	KIF25-AS1	KIF25 antisense RNA 1
212846_at	8.23E-01	7.15E-01	-0.367303	-6.31252	-0.0880521	RRP1B	ribosomal RNA processing 1B
203616_at	8.23E-01	7.15E-01	-0.36714	-6.31258	-0.0592544	POLB	DNA polymerase beta
212993_at	8.23E-01	7.15E-01	0.366992	-6.31264	0.110541	NACC2	NACC family member 2
220090_at	8.23E-01	7.15E-01	-0.366748	-6.31273	-0.1278533	CRNN	cornulin
220182_at	8.23E-01	7.15E-01	-0.366731	-6.31273	-0.1030846	SLC25A23	solute carrier family 25 member 23
208112_x_at	8.23E-01	7.15E-01	0.366648	-6.31276	0.1117076	EHD1	EH domain containing 1
202846_s_at	8.24E-01	7.16E-01	0.366252	-6.3129	0.0769419	PIGC	phosphatidylinositol glycan anchor biosynthesis class C
221109_at	8.24E-01	7.16E-01	-0.366227	-6.31291	-0.1031423	LOC100506571	uncharacterized LOC100506571
206482_at	8.24E-01	7.16E-01	0.366201	-6.31292	0.1610503	PTK6	protein tyrosine kinase 6
203073_at	8.24E-01	7.16E-01	0.366152	-6.31294	0.0473877	COG2	component of oligomeric golgi complex 2
204309_at	8.24E-01	7.16E-01	-0.365798	-6.31307	-0.1363084	CYP11A1	cytochrome P450 family 11 subfamily A member 1
205676_at	8.24E-01	7.16E-01	0.365442	-6.3132	0.1042073	CYP27B1	cytochrome P450 family 27 subfamily B member 1
219542_at	8.24E-01	7.16E-01	0.365394	-6.31321	0.050778	NEK11	NIMA related kinase 11
212756_s_at	8.24E-01	7.16E-01	0.365388	-6.31322	0.058807	UBR2	ubiquitin protein ligase E3 component n-recognin 2
214006_s_at	8.24E-01	7.16E-01	-0.365105	-6.31332	-0.0959376	GGCX	gamma-glutamyl carboxylase
206492_at	8.24E-01	7.16E-01	0.365012	-6.31335	0.1529527	FHIT	fragile histidine triad
214727_at	8.24E-01	7.17E-01	0.36486	-6.31341	0.1105674	BRCA2	"BRCA2, DNA repair associated"
214022_s_at	8.24E-01	7.17E-01	0.364822	-6.31342	0.1458091	IFITM1	interferon induced transmembrane protein 1
64418_at	8.24E-01	7.17E-01	-0.364627	-6.31349	-0.0621371	SYNRG	"synergin, gamma"
214554_at	8.24E-01	7.17E-01	-0.364562	-6.31351	-0.1944568	HIST1H2AL	"histone cluster 1, H2al"
205684_s_at	8.25E-01	7.17E-01	0.364453	-6.31355	0.0897383	DENND4C	DENN domain containing 4C
208580_x_at	8.25E-01	7.17E-01	-0.364371	-6.31358	-0.1371869	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	"histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i"
204954_s_at	8.25E-01	7.17E-01	-0.364258	-6.31362	-0.1315117	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B
219817_at	8.25E-01	7.17E-01	-0.364178	-6.31365	-0.0796027	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1
202345_s_at	8.25E-01	7.17E-01	-0.364041	-6.3137	-0.1984268	FABP5	fatty acid binding protein 5
207286_at	8.25E-01	7.17E-01	-0.363867	-6.31376	-0.1931848	CEP135	centrosomal protein 135
202919_at	8.25E-01	7.17E-01	0.363855	-6.31377	0.0510527	MOB4	"MOB family member 4, phocein"
207789_s_at	8.25E-01	7.17E-01	-0.363831	-6.31378	-0.1132305	DPP6	dipeptidyl peptidase like 6
205742_at	8.25E-01	7.17E-01	-0.363738	-6.31381	-0.131927	TNNI3	"troponin I3, cardiac type"
213759_at	8.25E-01	7.18E-01	-0.363616	-6.31385	-0.1597247	ARL4C	ADP ribosylation factor like GTPase 4C
211094_s_at	8.25E-01	7.18E-01	0.363363	-6.31394	0.136586	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
203639_s_at	8.25E-01	7.18E-01	-0.363227	-6.31399	-0.1634951	FGFR2	fibroblast growth factor receptor 2
220153_at	8.25E-01	7.18E-01	0.363224	-6.31399	0.1424575	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
220054_at	8.25E-01	7.18E-01	-0.363055	-6.31406	-0.1352784	IL23A	interleukin 23 subunit alpha
221890_at	8.25E-01	7.18E-01	-0.36305	-6.31406	-0.0793553	ZNF335	zinc finger protein 335
215733_x_at	8.25E-01	7.18E-01	-0.362834	-6.31413	-0.1194946	CTAG2	cancer/testis antigen 2
209898_x_at	8.25E-01	7.18E-01	-0.362777	-6.31415	-0.0791991	ITSN2	intersectin 2
221438_s_at	8.25E-01	7.18E-01	-0.362723	-6.31417	-0.1618831	TEX12	testis expressed 12
222070_at	8.26E-01	7.18E-01	-0.362298	-6.31433	-0.1182131	DND1	DND microRNA-mediated repression inhibitor 1
219337_at	8.26E-01	7.19E-01	-0.362194	-6.31436	-0.1087152	C1orf159	chromosome 1 open reading frame 159
209916_at	8.26E-01	7.19E-01	-0.361814	-6.3145	-0.1496603	DHTKD1	dehydrogenase E1 and transketolase domain containing 1
215142_at	8.26E-01	7.19E-01	0.361754	-6.31452	0.1074407	HYPM	huntingtin interacting protein M
206563_s_at	8.26E-01	7.19E-01	0.361677	-6.31455	0.1572583	OPRL1	opioid related nociceptin receptor 1
203302_at	8.26E-01	7.19E-01	0.361537	-6.3146	0.0691	DCK	deoxycytidine kinase
202400_s_at	8.26E-01	7.19E-01	-0.361204	-6.31472	-0.1298194	SRF	serum response factor
222275_at	8.26E-01	7.19E-01	0.361138	-6.31474	0.064852	MRPS30	mitochondrial ribosomal protein S30
215138_s_at	8.26E-01	7.20E-01	0.360858	-6.31484	0.1665618	KAZN	"kazrin, periplakin interacting protein"
220375_s_at	8.27E-01	7.20E-01	-0.360793	-6.31486	-0.0588849	C5orf66	chromosome 5 open reading frame 66
217353_at	8.27E-01	7.20E-01	0.360683	-6.3149	0.0990465		
220643_s_at	8.27E-01	7.20E-01	-0.360491	-6.31497	-0.1122769	FAIM	Fas apoptotic inhibitory molecule
214379_at	8.27E-01	7.20E-01	-0.359918	-6.31517	-0.1154879	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
206064_s_at	8.27E-01	7.20E-01	-0.359898	-6.31518	-0.1143435	PPIL2	peptidylprolyl isomerase like 2
210847_x_at	8.27E-01	7.20E-01	-0.359891	-6.31518	-0.1194383	TNFRSF25	TNF receptor superfamily member 25
220157_x_at	8.27E-01	7.20E-01	-0.359736	-6.31524	-0.1448136	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1
206950_at	8.27E-01	7.20E-01	-0.359706	-6.31525	-0.1909131	SCN9A	sodium voltage-gated channel alpha subunit 9
218172_s_at	8.27E-01	7.20E-01	0.359604	-6.31529	0.1142828	DERL1	derlin 1
216358_at	8.27E-01	7.21E-01	-0.359419	-6.31535	-0.1435295		
215764_x_at	8.27E-01	7.21E-01	0.359333	-6.31538	0.0487574	AP2A2	adaptor related protein complex 2 alpha 2 subunit
219847_at	8.27E-01	7.21E-01	-0.359328	-6.31538	-0.0962409	HDAC11	histone deacetylase 11
204132_s_at	8.27E-01	7.21E-01	-0.359316	-6.31539	-0.0992142	FOXO3B///FOXO3	forkhead box O3B pseudogene///forkhead box O3
211403_x_at	8.27E-01	7.21E-01	0.359269	-6.3154	0.1196689	VCX2	"variable charge, X-linked 2"
214838_at	8.27E-01	7.21E-01	-0.359176	-6.31544	-0.0839272	SFT2D2	SFT2 domain containing 2
210865_at	8.27E-01	7.21E-01	-0.359175	-6.31544	-0.105127	FASLG	Fas ligand
207632_at	8.27E-01	7.21E-01	-0.358819	-6.31556	-0.1551754	MUSK	muscle associated receptor tyrosine kinase
200013_at	8.27E-01	7.21E-01	-0.358743	-6.31559	-0.0783851	RPL24	ribosomal protein L24
201318_s_at	8.27E-01	7.21E-01	-0.358741	-6.31559	-0.0665693	MYL12B///MYL12A	myosin light chain 12B///myosin light chain 12A
210456_at	8.28E-01	7.21E-01	-0.35867	-6.31562	-0.1376291	PCYT1B	"phosphate cytidylyltransferase 1, choline, beta"
202206_at	8.28E-01	7.21E-01	0.358479	-6.31568	0.1080376	ARL4C	ADP ribosylation factor like GTPase 4C
213409_s_at	8.28E-01	7.21E-01	0.358303	-6.31575	0.0844159	RHEB	Ras homolog enriched in brain
210369_at	8.28E-01	7.21E-01	0.358289	-6.31575	0.1331226	SWAP70	SWAP switching B-cell complex 70kDa subunit
200609_s_at	8.28E-01	7.22E-01	0.357836	-6.31591	0.0630029	WDR1	WD repeat domain 1
220870_at	8.28E-01	7.22E-01	-0.357786	-6.31593	-0.1079455		
214724_at	8.28E-01	7.22E-01	0.357642	-6.31598	0.1623269	DIXDC1	DIX domain containing 1
212106_at	8.28E-01	7.22E-01	-0.357576	-6.316	-0.1622867	FAF2	Fas associated factor family member 2
222025_s_at	8.28E-01	7.22E-01	-0.357551	-6.31601	-0.1478134	OPLAH	5-oxoprolinase (ATP-hydrolysing)
210888_s_at	8.28E-01	7.22E-01	-0.357517	-6.31602	-0.1389937	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1
205984_at	8.28E-01	7.22E-01	-0.357222	-6.31613	-0.1121155	CRHBP	corticotropin releasing hormone binding protein
209721_s_at	8.28E-01	7.22E-01	0.357085	-6.31618	0.0575366	IFFO1	intermediate filament family orphan 1
216942_s_at	8.28E-01	7.22E-01	-0.357024	-6.3162	-0.1662294	CD58	CD58 molecule
220476_s_at	8.28E-01	7.23E-01	-0.356895	-6.31624	-0.1364208	LOC101928718///FAM212B	uncharacterized LOC101928718///family with sequence similarity 212 member B
207304_at	8.29E-01	7.23E-01	-0.356544	-6.31637	-0.1262305	ZNF45	zinc finger protein 45
210832_x_at	8.29E-01	7.23E-01	0.356355	-6.31643	0.1058434	PTGER3	prostaglandin E receptor 3
220120_s_at	8.29E-01	7.23E-01	0.356264	-6.31647	0.1517154	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
202200_s_at	8.29E-01	7.23E-01	-0.356168	-6.3165	-0.0730057	SRPK1	SRSF protein kinase 1
200802_at	8.29E-01	7.23E-01	-0.356108	-6.31652	-0.0764764	SARS	seryl-tRNA synthetase
202425_x_at	8.29E-01	7.23E-01	0.356038	-6.31654	0.1235742	PPP3CA	protein phosphatase 3 catalytic subunit alpha
209131_s_at	8.29E-01	7.23E-01	0.355719	-6.31666	0.203017	SNAP23	synaptosome associated protein 23
218531_at	8.29E-01	7.23E-01	0.355578	-6.31671	0.1059268	TMEM134	transmembrane protein 134
205187_at	8.29E-01	7.24E-01	-0.355309	-6.3168	-0.1376012	SMAD5	SMAD family member 5
221333_at	8.29E-01	7.24E-01	-0.35529	-6.31681	-0.1047296	FOXP3	forkhead box P3
42361_g_at	8.29E-01	7.24E-01	-0.355246	-6.31682	-0.1564402	CCHCR1	coiled-coil alpha-helical rod protein 1
220541_at	8.29E-01	7.24E-01	-0.355177	-6.31685	-0.1128512	MMP26	matrix metallopeptidase 26
211767_at	8.29E-01	7.24E-01	0.355072	-6.31688	0.1206863	GINS4	GINS complex subunit 4
203324_s_at	8.30E-01	7.24E-01	-0.354914	-6.31694	-0.1076098	CAV2	caveolin 2
61874_at	8.30E-01	7.24E-01	-0.354859	-6.31696	-0.1000036	CACFD1	calcium channel flower domain containing 1
40093_at	8.30E-01	7.24E-01	-0.354854	-6.31696	-0.0971603	BCAM	basal cell adhesion molecule (Lutheran blood group)
211932_at	8.30E-01	7.24E-01	-0.354428	-6.31711	-0.057006	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
203057_s_at	8.30E-01	7.24E-01	-0.354292	-6.31716	-0.0639216	PRDM2	PR/SET domain 2
208219_at	8.30E-01	7.25E-01	-0.353601	-6.3174	-0.1175809	ACVR1B	activin A receptor type 1B
213599_at	8.31E-01	7.25E-01	-0.353472	-6.31744	-0.097322	OIP5	Opa interacting protein 5
213768_s_at	8.31E-01	7.25E-01	-0.353296	-6.3175	-0.1376036	ASCL1	achaete-scute family bHLH transcription factor 1
211209_x_at	8.31E-01	7.25E-01	0.3531	-6.31757	0.1222565	SH2D1A	SH2 domain containing 1A
201141_at	8.31E-01	7.25E-01	0.353018	-6.3176	0.1489519	GPNMB	glycoprotein nmb
205623_at	8.31E-01	7.26E-01	0.352835	-6.31766	0.1273218	ALDH3A1	aldehyde dehydrogenase 3 family member A1
204327_s_at	8.31E-01	7.26E-01	0.352348	-6.31783	0.0544375	ZNF202	zinc finger protein 202
209629_s_at	8.31E-01	7.26E-01	-0.352269	-6.31786	-0.1007293	NXT2	nuclear transport factor 2 like export factor 2
212691_at	8.32E-01	7.26E-01	-0.351988	-6.31796	-0.1122325	NUP188	nucleoporin 188
200928_s_at	8.32E-01	7.26E-01	0.351661	-6.31807	0.0976758	RAB14	"RAB14, member RAS oncogene family"
219466_s_at	8.32E-01	7.27E-01	-0.35119	-6.31824	-0.1529864	APOA2	apolipoprotein A2
208266_at	8.32E-01	7.27E-01	0.351128	-6.31826	0.1058371	C8orf17	chromosome 8 open reading frame 17
220494_s_at	8.32E-01	7.27E-01	-0.350783	-6.31838	-0.1469278		
203418_at	8.32E-01	7.27E-01	0.350744	-6.31839	0.1052631	CCNA2	cyclin A2
215130_s_at	8.32E-01	7.27E-01	0.350741	-6.31839	0.0601606	IQCK	IQ motif containing K
201585_s_at	8.32E-01	7.27E-01	-0.350698	-6.31841	-0.0525858	SFPQ	splicing factor proline and glutamine rich
211583_x_at	8.32E-01	7.27E-01	-0.350654	-6.31842	-0.0916199	NCR3	natural cytotoxicity triggering receptor 3
205049_s_at	8.32E-01	7.27E-01	0.350633	-6.31843	0.1081072	CD79A	CD79a molecule
202542_s_at	8.32E-01	7.27E-01	-0.350536	-6.31846	-0.0638935	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
204429_s_at	8.33E-01	7.27E-01	0.350271	-6.31855	0.0754065	SLC2A5	solute carrier family 2 member 5
214289_at	8.33E-01	7.27E-01	0.350204	-6.31858	0.1343659	PSMB1	proteasome subunit beta 1
209671_x_at	8.33E-01	7.28E-01	-0.350007	-6.31865	-0.1616111	TRAC	T-cell receptor alpha constant
216084_at	8.33E-01	7.28E-01	-0.34985	-6.3187	-0.1931421	FAM205BP	transmembrane protein C9orf144B pseudogene
212837_at	8.33E-01	7.28E-01	-0.349682	-6.31876	-0.0549503	FAM175B	family with sequence similarity 175 member B
221008_s_at	8.33E-01	7.28E-01	0.349326	-6.31888	0.1291694	ETNPPL	ethanolamine-phosphate phospho-lyase
213000_at	8.33E-01	7.28E-01	0.349323	-6.31888	0.0579382	MORC3	MORC family CW-type zinc finger 3
209452_s_at	8.33E-01	7.28E-01	0.349119	-6.31895	0.0627165	VTI1B	vesicle transport through interaction with t-SNAREs 1B
217357_at	8.33E-01	7.29E-01	0.348786	-6.31907	0.1325434		
206674_at	8.33E-01	7.29E-01	0.348774	-6.31907	0.0778435	FLT3	fms related tyrosine kinase 3
213889_at	8.33E-01	7.29E-01	0.348756	-6.31908	0.105439	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
202785_at	8.33E-01	7.29E-01	0.348688	-6.3191	0.1693475	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
209981_at	8.33E-01	7.29E-01	0.348616	-6.31913	0.102868	CSDC2	cold shock domain containing C2
200875_s_at	8.33E-01	7.29E-01	-0.348597	-6.31913	-0.0694829	MIR1292///SNORD110///SNORD86///SNORD57///NOP56	"microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein"
215877_at	8.33E-01	7.29E-01	-0.348568	-6.31914	-0.1374269		
221190_s_at	8.33E-01	7.29E-01	-0.348436	-6.31919	-0.0477104	C18orf8	chromosome 18 open reading frame 8
214559_at	8.34E-01	7.29E-01	-0.348132	-6.31929	-0.1569798	DRD3	dopamine receptor D3
202198_s_at	8.34E-01	7.29E-01	0.347971	-6.31935	0.1552739	MTMR3	myotubularin related protein 3
213824_at	8.34E-01	7.29E-01	-0.347842	-6.31939	-0.1485045	OLIG2	oligodendrocyte lineage transcription factor 2
204475_at	8.34E-01	7.29E-01	-0.347776	-6.31941	-0.3258639	MMP1	matrix metallopeptidase 1
207996_s_at	8.34E-01	7.29E-01	0.347569	-6.31948	0.1244056	LDLRAD4	low density lipoprotein receptor class A domain containing 4
219175_s_at	8.34E-01	7.30E-01	-0.34742	-6.31954	-0.0514028	SLC41A3	solute carrier family 41 member 3
208292_at	8.34E-01	7.30E-01	-0.347188	-6.31962	-0.0750723	BMP10	bone morphogenetic protein 10
202897_at	8.34E-01	7.30E-01	-0.347082	-6.31965	-0.1229534	SIRPA	signal regulatory protein alpha
221240_s_at	8.34E-01	7.30E-01	-0.346974	-6.31969	-0.0950757	B3GNT4	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4"
213622_at	8.34E-01	7.30E-01	-0.34686	-6.31973	-0.0651754	COL9A2	collagen type IX alpha 2 chain
203573_s_at	8.34E-01	7.30E-01	-0.346624	-6.31981	-0.0882912	RABGGTA	Rab geranylgeranyltransferase alpha subunit
208027_s_at	8.34E-01	7.30E-01	0.346597	-6.31982	0.1437969	TLL2	tolloid like 2
222286_at	8.35E-01	7.30E-01	-0.346446	-6.31987	-0.0817679	SNAPC3	small nuclear RNA activating complex polypeptide 3
214131_at	8.35E-01	7.30E-01	-0.346418	-6.31988	-0.1492586	TXLNGY	"taxilin gamma pseudogene, Y-linked"
202312_s_at	8.35E-01	7.31E-01	-0.346177	-6.31996	-0.086107	COL1A1	collagen type I alpha 1 chain
209254_at	8.35E-01	7.31E-01	0.346082	-6.31999	0.0880732	KLHDC10	kelch domain containing 10
214522_x_at	8.35E-01	7.31E-01	-0.345823	-6.32008	-0.1518548	HIST1H3D///HIST1H2AD	"histone cluster 1, H3d///histone cluster 1, H2ad"
221659_s_at	8.35E-01	7.31E-01	-0.345688	-6.32013	-0.1301265	MYL10	myosin light chain 10
219053_s_at	8.35E-01	7.31E-01	-0.345486	-6.3202	-0.061433	VPS37C	"VPS37C, ESCRT-I subunit"
222369_at	8.35E-01	7.31E-01	0.345373	-6.32024	0.0716822	NAA40	"N(alpha)-acetyltransferase 40, NatD catalytic subunit"
216682_s_at	8.35E-01	7.31E-01	-0.345129	-6.32032	-0.1054621	SUPT20H	"SPT20 homolog, SAGA complex component"
218399_s_at	8.35E-01	7.31E-01	0.345009	-6.32036	0.0898802	CDCA4	cell division cycle associated 4
213078_x_at	8.35E-01	7.31E-01	0.344847	-6.32041	0.074535	LPCAT4	lysophosphatidylcholine acyltransferase 4
214113_s_at	8.35E-01	7.32E-01	-0.344825	-6.32042	-0.0533615	RBM8A	RNA binding motif protein 8A
216709_at	8.36E-01	7.32E-01	-0.344722	-6.32046	-0.1317972		
